,song,album,artist,popularity,track_id,track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,num_samples,duration,end_of_fade_in,start_of_fade_out,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence,genres,year,decade
1197,holding back the years  live at the royal albert hall,Stay: Live at the Royal Albert Hall,simply red,23,6UgNvvIfgAMd7DOFRXQcPZ,0,0.67,0.764,9,-9.074,0,0.0346,0.388,0.0075,0.977,0.614,90.024,291124,4,6419288,291.12418,0.0,285.14105,0.136,1.0,0.791,0.648,"['british soul', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop']",1986,1980
1198,invisible touch  2007 remaster,Invisible Touch,genesis,63,0xpBr84T3FTm9j4D1MdPtk,0,0.659,0.878,0,-5.987,1,0.0298,0.339,0.000543,0.0731,0.843,131.037,209587,4,4621386,209.58667,1.01011,197.71791,0.902,1.0,0.496,0.608,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",1986,1980
1199,invisible touch,Invisible Touch,genesis,39,5U2Rh2FbVEHN3YSizwQwJM,0,0.685,0.931,0,-2.746,1,0.0298,0.284,0.00158,0.124,0.834,131.053,208213,4,4591104,208.21333,0.16245,196.8878,0.901,1.0,0.467,0.589,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",1986,1980
1200,invisible touch  2007 remaster,R-Kive,genesis,24,6PDODhJIxvuHw7l9gTpgRM,0,0.66,0.878,0,-5.987,1,0.0298,0.339,0.000518,0.0731,0.843,131.038,209587,4,4621386,209.58667,1.01011,197.71791,0.902,1.0,0.494,0.607,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",1986,1980
1201,invisible touch,Turn It on Again: The Hits,genesis,20,2ivQ7hAOUrVjpTaVl1l9SG,0,0.675,0.881,0,-5.311,1,0.0294,0.21,0.00433,0.1,0.861,131.032,206973,4,4563762,206.97333,0.21469,196.93423,0.903,1.0,0.386,0.543,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",1986,1980
1202,invisible touch  live,"Live - The Way We Walk, Volume One: The Shorts",genesis,20,3MjgpUwiqCbSzcBYMMxL82,0,0.611,0.94,10,-7.77,1,0.0499,0.43,0.0771,0.823,0.486,130.966,341907,4,7539042,341.90668,0.0,329.82785,0.854,0.993,0.387,0.379,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",1986,1980
1203,invisible touch  platinum collection version,Platinum Collection,genesis,19,57DxudtiNduPPh0uFRdMd5,0,0.682,0.929,0,-2.768,1,0.0303,0.283,0.000739,0.117,0.831,131.054,208213,4,4591104,208.21333,0.16268,196.882,0.883,1.0,0.452,0.567,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",1986,1980
1204,"invisible touch  live in rome, 2007","Live Over Europe, 2007",genesis,20,5DTiGyxtIz5SOfvL1jts0e,0,0.621,0.938,9,-7.067,1,0.0497,0.381,0.0,0.725,0.591,130.973,335280,4,7392924,335.28,0.0,313.57388,0.743,1.0,0.424,0.195,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",1986,1980
1205,invisible touch  2007 remaster,Turn It on Again: The Hits (The Tour Edition),genesis,17,4wliHvmbY8U2z1iO0bRvCf,0,0.659,0.878,0,-5.987,1,0.0298,0.339,0.000543,0.0731,0.843,131.037,209587,4,4621386,209.58667,1.01011,197.71791,0.902,1.0,0.496,0.608,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",1986,1980
1206,invisible touch  single version,Invisible Touch / The Last Domino,genesis,8,3vRnsVnMnMjDDKVBYy0Bwl,0,0.683,0.76,0,-10.458,1,0.0281,0.33,0.0578,0.0706,0.804,131.059,207600,4,4577580,207.6,0.36,197.05034,0.927,1.0,0.481,0.58,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",1986,1980
1207,sledgehammer  2012 remaster,So (25th Anniversary Deluxe Edition),peter gabriel,56,4AUS8KNz7zX8XFu9L38GT0,0,0.641,0.682,8,-7.561,1,0.0392,0.044,0.0,0.0394,0.468,96.319,311986,4,6879301,311.98645,0.29156,299.58386,0.388,1.0,0.936,0.641,"['album rock', 'art pop', 'art rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock', 'soft rock', 'symphonic rock']",1986,1980
1208,sledgehammer  2012 remaster,So (2012 Remastered),peter gabriel,27,5dMaenJNgv1PPp8tSV3PN1,0,0.641,0.682,8,-7.561,1,0.0392,0.044,0.0,0.0394,0.468,96.319,311986,4,6879301,311.98645,0.29156,299.58386,0.388,1.0,0.936,0.641,"['album rock', 'art pop', 'art rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock', 'soft rock', 'symphonic rock']",1986,1980
1209,glory of love,Solitude / Solitaire,peter cetera,71,1eyq8cjUQ2daFthW2PC2GM,0,0.518,0.585,5,-8.485,1,0.0279,0.0778,2.43e-06,0.31,0.312,144.998,258120,4,5691546,258.12,0.0,253.38194,0.339,0.847,0.546,0.474,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']",1986,1980
1210,papa dont preach,True Blue (Reissue),madonna,65,6A8OnjnpShshNpcqWtZRjr,0,0.833,0.934,5,-3.243,0,0.0313,0.343,7.55e-06,0.0521,0.964,121.879,268533,4,5921160,268.53333,0.0,259.71518,0.962,1.0,0.565,0.62,"['dance pop', 'pop']",1986,1980
1211,papa dont preach,Celebration (double disc version),madonna,47,0Oa9Qtd0FuhcmLi3sWTF9F,0,0.796,0.908,5,-3.523,0,0.0326,0.553,0.0,0.04,0.962,121.976,269573,4,5944092,269.57333,0.24136,259.77905,0.962,1.0,0.572,0.603,"['dance pop', 'pop']",1986,1980
1212,papa dont preach,The Immaculate Collection,madonna,42,7u4YYDqgqEu7etjfwWy3u8,0,0.811,0.816,5,-8.423,0,0.0344,0.459,0.0,0.0543,0.944,121.915,249427,4,5499858,249.42667,0.28204,234.68408,0.979,1.0,0.603,0.666,"['dance pop', 'pop']",1986,1980
1213,papa dont preach,True Blue (35th Anniversary Edition),madonna,41,14hFngJ7gpBxIiiJ2hXofL,0,0.833,0.934,5,-3.243,0,0.0313,0.343,7.55e-06,0.0521,0.964,121.879,268533,4,5921160,268.53333,0.0,259.71518,0.962,1.0,0.565,0.62,"['dance pop', 'pop']",1986,1980
1214,papa dont preach  extended remix,True Blue (35th Anniversary Edition),madonna,38,1ugEuNHG4fpG7IV7AulAEN,0,0.802,0.953,5,-5.588,0,0.0385,0.345,0.000284,0.0415,0.97,121.499,342627,4,7554918,342.62668,0.0,333.65332,0.985,1.0,0.395,0.47,"['dance pop', 'pop']",1986,1980
1215,papa dont preach,Celebration (Bonus Track Version),madonna,17,0cab3HDZNzfQ0IC9ltJsIM,0,0.796,0.908,5,-3.523,0,0.0326,0.553,0.0,0.04,0.962,121.976,269573,4,5944092,269.57333,0.24136,259.77905,0.962,1.0,0.572,0.603,"['dance pop', 'pop']",1986,1980
1216,papa dont preach  mdna world tour  live 2012,MDNA World Tour,madonna,30,3Xxruj2p3PpAJRBSeZRsmg,0,0.501,0.939,5,-3.512,0,0.0752,0.07,9.83e-05,0.842,0.511,121.866,110067,4,2426970,110.06667,0.0,110.06667,0.592,1.0,0.68,0.61,"['dance pop', 'pop']",1986,1980
1217,papa dont preach,Celebration,madonna,22,6LTgCqrspcfHjOpl8OJukA,0,0.796,0.908,5,-3.523,0,0.0326,0.553,0.0,0.04,0.962,121.976,269573,4,5944092,269.57333,0.24136,259.77905,0.962,1.0,0.572,0.603,"['dance pop', 'pop']",1986,1980
1218,higher love,Back In The High Life,steve winwood,66,4ZExvJvQXPEeYzGU0N3THi,0,0.696,0.78,5,-12.159,1,0.0415,0.0427,0.149,0.298,0.954,98.699,351507,4,7750722,351.50668,1.05664,327.26205,0.634,1.0,0.663,0.335,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'pop rock', 'rock', 'soft rock']",1986,1980
1219,higher love,Revolutions: The Very Best Of Steve Winwood,steve winwood,31,05zVpfGL1QJDBpSULS8llJ,0,0.68,0.859,5,-7.4,1,0.0525,0.0378,0.0883,0.359,0.937,98.656,348747,4,7689864,348.74667,0.55184,326.85568,0.654,1.0,0.645,0.323,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'pop rock', 'rock', 'soft rock']",1986,1980
1220,venus,True Confessions (Collector's Edition),bananarama,66,4XX1pFUkQOZTYp6Hb6a6Ae,0,0.722,0.961,9,-4.812,1,0.0514,0.0883,0.61,0.278,0.91,126.113,229165,4,5053081,229.16467,0.15664,220.1426,0.935,1.0,0.221,0.32,"['dance pop', 'disco', 'europop', 'girl group', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",1970,1970
1221,take my breath away as heard in top gun rerecorded  remastered,Take My Breath Away (as heard in Top Gun) (Re-Recorded / Remastered),berlin,68,28ZCSdsVrt0BCaBhRI0HXq,0,0.518,0.642,10,-6.009,0,0.025,0.172,4.04e-06,0.431,0.597,96.225,249250,4,5495960,249.2499,0.34594,240.4078,0.584,1.0,0.158,0.314,"['new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",1986,1980
1222,take my breath away,Take My Breath Away,berlin,63,1hZJcuz9iMoz6tLkFlIaUy,0,0.578,0.477,1,-8.119,1,0.0228,0.448,0.00031,0.124,0.511,95.892,264213,4,5825904,264.21332,0.35424,254.67065,0.346,1.0,0.475,0.535,"['new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",1986,1980
1223,true colors,True Colors,cyndi lauper,69,2A6yzRGMgSQCUapR2ptm6A,0,0.397,0.207,0,-13.155,1,0.0331,0.701,3.07e-05,0.116,0.268,171.282,227600,4,5018580,227.6,0.16503,211.91692,0.503,0.75,0.672,0.705,"['mellow gold', 'new wave pop', 'permanent wave', 'soft rock']",1986,1980
1224,amanda,Third Stage,boston,64,4gpext9x0CbdD9NWaa4nDj,0,0.449,0.424,7,-14.06,1,0.0323,0.32,1.69e-06,0.107,0.259,125.494,256200,4,5649210,256.2,0.40227,244.07076,0.721,0.948,0.482,0.638,"['album rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",1986,1980
1225,walk like an egyptian,The Essential Bangles,the bangles,63,1Jwc3ODLQxtbnS8M9TflSP,0,0.724,0.891,11,-7.818,1,0.0995,0.00344,4.72e-05,0.3,0.818,103.022,204707,4,4513782,204.70667,0.40431,192.06384,0.237,1.0,1.0,0.736,"['album rock', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'pop rock', 'rock', 'soft rock', 'synthpop']",1986,1980
1226,walk like an egyptian,Different Light (Expanded Edition),the bangles,54,5L6HNuXN71bfeuKXYtRasF,0,0.711,0.833,11,-12.756,1,0.0851,0.0144,3.46e-06,0.303,0.756,103.153,203227,4,4481148,203.22667,2.50195,191.44853,0.195,1.0,1.0,0.735,"['album rock', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'pop rock', 'rock', 'soft rock', 'synthpop']",1986,1980
1227,walk like an egyptian,Different Light,the bangles,27,4WoM3V2Vje4Qa2MNwkr7gK,0,0.711,0.788,11,-14.705,1,0.0825,0.0117,2.05e-06,0.311,0.757,103.172,204560,4,4510548,204.56,2.4439,191.38467,0.087,1.0,1.0,0.764,"['album rock', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'pop rock', 'rock', 'soft rock', 'synthpop']",1986,1980
1228,walk like an egyptian,Greatest Hits,the bangles,27,5kT8VYnuLoZ5SZmrEvxNoY,0,0.718,0.912,11,-7.466,1,0.0902,0.00739,2.35e-05,0.3,0.735,103.017,203213,4,4480854,203.21333,2.53678,191.7736,0.293,1.0,1.0,0.769,"['album rock', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'pop rock', 'rock', 'soft rock', 'synthpop']",1986,1980
1229,walk like an egyptian,Super Hits,the bangles,27,2MXwoOsY6z1z5bcPGe3UcP,0,0.713,0.822,11,-11.075,1,0.0809,0.00274,4.17e-05,0.33,0.782,103.122,199773,4,4405002,199.77333,2.50776,191.48917,0.378,1.0,1.0,0.782,"['album rock', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'pop rock', 'rock', 'soft rock', 'synthpop']",1986,1980
1230,walk like an egyptian  dub mix,Different Light (Expanded Edition),the bangles,10,4e03a4NOrRB8vPudNzb2GE,0,0.751,0.816,4,-12.281,0,0.069,0.0292,0.0994,0.0994,0.695,103.266,317400,4,6998670,317.4,0.0,294.3942,0.738,1.0,0.925,0.683,"['album rock', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'pop rock', 'rock', 'soft rock', 'synthpop']",1986,1980
1231,shake you down,Super Hits,gregory abbott,17,5lJzl5YSegWwhAxdlkHSy8,0,0.787,0.487,11,-9.944,0,0.0271,0.498,0.0,0.291,0.798,94.943,244440,4,5389902,244.44,0.15048,231.41586,0.343,1.0,0.462,0.588,['quiet storm'],1987,1980
1232,open your heart,Celebration (double disc version),madonna,53,3kme5Qos8h04yrKxsgur79,0,0.656,0.899,5,-5.039,1,0.0565,0.0261,0.0,0.0936,0.865,113.239,229280,4,5055624,229.28,0.45025,221.12363,0.934,1.0,0.842,0.701,"['dance pop', 'pop']",1987,1980
1233,open your heart,The Immaculate Collection,madonna,42,1AMZVcZvuPKqxm822W8PGV,0,0.671,0.752,5,-10.03,1,0.0418,0.0158,0.0,0.103,0.847,113.065,231133,4,5096490,231.13333,0.18617,221.05977,0.916,1.0,0.844,0.691,"['dance pop', 'pop']",1987,1980
1234,open your heart  extended version,True Blue (35th Anniversary Edition),madonna,43,5BxtOiYxMqK8LEuOXgxpIC,0,0.727,0.915,5,-6.518,1,0.0451,0.501,0.0623,0.19,0.955,113.002,634840,4,13998222,634.84,0.26576,625.8242,0.91,0.986,0.795,0.61,"['dance pop', 'pop']",1987,1980
1235,open your heart,True Blue (35th Anniversary Edition),madonna,40,207xjOnbOovZCmVL5YmZUs,0,0.624,0.951,7,-3.819,0,0.0572,0.049,4.73e-06,0.195,0.795,113.915,253453,4,5588646,253.45332,0.12172,242.06223,0.783,1.0,0.302,0.517,"['dance pop', 'pop']",1987,1980
1236,open your heart  dub,True Blue (35th Anniversary Edition),madonna,38,4bYIaITkA7eACMg2BXu3H7,0,0.793,0.917,5,-9.075,1,0.0647,0.63,0.431,0.0527,0.948,112.451,400093,4,8822058,400.09332,0.31043,389.5612,0.951,1.0,0.717,0.552,"['dance pop', 'pop']",1987,1980
1237,lean on me  rerecorded,Greatest Hits (Rerecorded),club nouveau,41,3Xc9bjr5C5xQBi7g535otV,0,0.748,0.629,0,-8.42,1,0.066,0.0168,0.0,0.0991,0.919,182.448,294947,4,6503574,294.94666,0.0,286.76645,0.332,1.0,0.515,0.428,"['electro', 'freestyle', 'funk', 'new jack swing', 'quiet storm', 'urban contemporary']",1972,1970
1238,nothings gonna stop us now,No Protection,starship,75,3X7uFMzJrEE0sxn62qd8Ch,0,0.643,0.802,6,-4.92,1,0.0227,0.0299,0.0,0.0719,0.53,95.99,270333,4,5960850,270.33334,0.35533,258.0956,0.442,0.931,0.591,0.502,"['album rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",1987,1980
1239,you keep me hangin on,Never Say Never,kim wilde,35,37TmAdHOXJwrhbq84v4nN5,0,0.648,0.944,7,-4.018,0,0.081,0.0342,0.0,0.177,0.537,134.041,190627,4,4203318,190.62666,0.31918,183.41441,0.896,0.787,0.618,0.604,"['europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",1966,1960
1240,i wanna dance with somebody who loves me,Whitney,whitney houston,80,2tUBqZG2AbRi7Q0BIrVrEj,0,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293,4,6423018,291.29333,0.64644,279.37668,0.843,1.0,0.335,0.451,"['dance pop', 'pop', 'urban contemporary']",1987,1980
1241,i wanna dance with somebody who loves me,I Will Always Love You: The Best Of Whitney Houston,whitney houston,44,084rSHN2xIfUrwShDgzk1Q,0,0.711,0.807,1,-8.817,1,0.0456,0.206,0.000387,0.0854,0.861,118.819,290427,4,6403908,290.42667,0.15669,278.86584,0.87,1.0,0.315,0.442,"['dance pop', 'pop', 'urban contemporary']",1987,1980
1242,alone,Bad Animals,heart,73,54b8qPFqYqIndfdxiLApea,0,0.418,0.452,1,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088,218733,4,4823070,218.73334,0.24925,213.82095,0.551,0.995,0.0,0.323,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']",1987,1980
1243,shakedown,Greatest Hits 2,bob seger,50,303oOLP2Jf6M4rke52qItM,0,0.571,0.944,2,-5.365,1,0.072,0.0323,3.26e-06,0.308,0.498,170.696,241947,4,5334924,241.94667,0.19474,230.71347,0.6,0.704,0.226,0.139,"['album rock', 'blues rock', 'classic rock', 'country rock', 'detroit rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",1987,1980
1244,shakedown  live,Shakedown (Live),bob seger,35,0mPsLXBPGiP4iCwEm35Xg7,0,0.417,0.962,8,-3.003,1,0.092,0.0385,3.9e-05,0.983,0.575,171.626,246091,4,5426298,246.0906,2.77478,239.09007,0.795,0.939,1.0,0.579,"['album rock', 'blues rock', 'classic rock', 'country rock', 'detroit rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",1987,1980
1245,i still havent found what im looking for,The Joshua Tree (Super Deluxe),u2,75,6wpGqhRvJGNNXwWlPmkMyO,0,0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,277477,4,6118367,277.47696,3.73261,261.52054,0.7,1.0,0.894,0.409,"['irish rock', 'permanent wave', 'rock']",1979,1970
1246,i still havent found what im looking for  remastered 2007,The Joshua Tree,u2,57,3MRQ3CSjoiV1HFil8ykM9M,0,0.565,0.764,1,-9.43,1,0.0351,0.0139,0.00488,0.079,0.686,100.891,277480,4,6118434,277.48,3.73261,261.52054,0.666,1.0,0.857,0.391,"['irish rock', 'permanent wave', 'rock']",1979,1970
1247,i still havent found what im looking for,The Best Of 1980 - 1990,u2,48,6DYkUnYPg4Q1jRzCOzqwmP,0,0.564,0.789,1,-8.098,1,0.0353,0.0105,0.00338,0.0826,0.659,100.646,277867,4,6126960,277.86667,3.77324,262.1649,0.695,1.0,0.943,0.514,"['irish rock', 'permanent wave', 'rock']",1979,1970
1248,i still havent found what im looking for  live  rattle & hum version,Rattle And Hum,u2,46,2yRJduHjhAu85Y3dO5Ftz6,0,0.247,0.565,11,-14.435,1,0.064,0.515,5.13e-06,0.98,0.485,103.001,355493,4,7838628,355.49332,0.0,355.49335,0.21,0.881,0.807,0.701,"['irish rock', 'permanent wave', 'rock']",1979,1970
1249,i still havent found what im looking for,U218 Singles,u2,36,49Nm3tdtTOZ0nwGDGcqK5w,0,0.564,0.84,1,-6.116,1,0.0343,0.012,0.00339,0.0949,0.663,100.649,277333,4,6115200,277.33334,3.80807,262.19974,0.567,1.0,0.894,0.452,"['irish rock', 'permanent wave', 'rock']",1979,1970
1250,i still havent found what im looking for,The Joshua Tree (Deluxe),u2,30,4GW8K6bDiiJGEgGP2xswbm,0,0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,277477,4,6118367,277.47696,3.73261,261.52054,0.7,1.0,0.894,0.409,"['irish rock', 'permanent wave', 'rock']",1979,1970
1251,i still havent found what im looking for,U218 Singles (Deluxe Version),u2,30,4yFtA0RDkhEghAdSpjOP5u,0,0.564,0.84,1,-6.116,1,0.0343,0.012,0.00339,0.0949,0.663,100.649,277333,4,6115200,277.33334,3.80807,262.19974,0.567,1.0,0.894,0.452,"['irish rock', 'permanent wave', 'rock']",1979,1970
1252,whos that girl,Who's That Girl Soundtrack,madonna,54,3G0NNqwQ1sqRpySr6soHlH,0,0.625,0.646,9,-13.592,0,0.0389,0.214,0.0533,0.0525,0.826,103.893,239173,4,5273772,239.17332,0.16698,227.19565,0.937,1.0,0.381,0.352,"['dance pop', 'pop']",1987,1980
1253,whos that girl,Celebration (double disc version),madonna,39,16cb7NuPz7j0BrQGXKo3zd,0,0.612,0.857,9,-6.464,0,0.0383,0.25,0.0883,0.0916,0.812,103.833,238773,4,5264952,238.77333,0.0,227.52654,0.918,1.0,0.447,0.406,"['dance pop', 'pop']",1987,1980
1254,whos that girl,Celebration (Bonus Track Version),madonna,12,31CTQaykhUz7cPvbUC2kxC,0,0.612,0.857,9,-6.464,0,0.0383,0.25,0.0883,0.0916,0.812,103.833,238773,4,5264952,238.77333,0.0,227.52654,0.918,1.0,0.447,0.406,"['dance pop', 'pop']",1987,1980
1255,la bamba,La Bamba / Charlena,los lobos,64,0uMMLry3hzWGn3q3loqMkm,0,0.506,0.764,0,-12.239,1,0.046,0.144,0.00025,0.247,0.868,156.336,174187,4,3840816,174.18668,0.34862,160.94913,0.5,0.821,1.0,0.741,['roots rock'],1987,1980
1256,la bamba,Just Another Band From East L.A.: A Collection,los lobos,57,6uU5OBhGUE1ngSKDj4wtoq,0,0.348,0.751,0,-12.823,1,0.0494,0.0699,0.000738,0.208,0.886,156.509,172733,4,3808770,172.73334,0.18145,160.93752,0.442,0.949,0.84,0.592,['roots rock'],1987,1980
1257,here i go again  2018 remaster,Whitesnake (2018 Remaster),whitesnake,64,1qOU8KzFifXE9YrgjVwYvc,0,0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,275395,4,6072461,275.39505,0.09247,263.9122,0.354,0.971,0.64,0.633,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",1987,1980
1258,here i go again  radio mix,Whitesnake (30th Anniversary Super Deluxe Edition),whitesnake,52,6m8FEpCFkSrzhH1W3R2yKU,0,0.48,0.887,7,-4.91,1,0.0319,0.147,0.00011,0.33,0.69,92.971,232133,4,5118540,232.13333,0.21782,225.59348,0.126,0.989,0.813,0.732,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",1987,1980
1259,here i go again  1987 version; 2017 remaster,Whitesnake (30th Anniversary Super Deluxe Edition),whitesnake,39,6e5QLlTaBHxMhUDd8E19vs,0,0.384,0.846,7,-5.591,1,0.0365,0.151,7.73e-05,0.0913,0.272,90.172,275693,4,6079038,275.69333,0.0,263.05307,0.279,0.987,0.631,0.637,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",1987,1980
1260,i think were alone now,Tiffany,tiffany,68,4uvjOKsp7mSjrDhWdkLPBY,0,0.752,0.723,7,-12.126,1,0.0507,0.025,0.00354,0.0212,0.94,130.519,228840,4,5045922,228.84,0.24032,216.68861,0.956,0.936,0.807,0.717,"['adult standards', 'new wave pop', 'soft rock']",1987,1980
1261,i think were alone now  rerecorded,I Think We're Alone Now (Re-Recorded),tiffany,29,2OYqYJrEBxUGYlo1NYVGqy,0,0.647,0.824,7,-4.105,1,0.0383,0.000503,2.9e-05,0.141,0.624,134.985,273440,4,6029342,273.43954,0.2322,264.3766,0.982,0.981,0.399,0.458,"['adult standards', 'new wave pop', 'soft rock']",1987,1980
1262,mony mony,The Very Best Of Billy Idol: Idolize Yourself,billy idol,59,3GfGTJ2xzC0rqKgdjNJLOC,0,0.701,0.758,1,-5.568,1,0.0405,0.004,0.0,0.13,0.344,135.188,300213,4,6619704,300.21332,0.13311,289.0362,0.884,1.0,0.0,0.32,"['album rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",1987,1980
1263,mony mony,Best Of Billy Idol: Idolize Yourself,billy idol,33,0i2C9ZggFjmq9ucn4fD01i,0,0.701,0.758,1,-5.568,1,0.0405,0.004,0.0,0.13,0.344,135.188,300213,4,6619704,300.21332,0.13311,289.0362,0.884,1.0,0.0,0.32,"['album rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",1987,1980
1264,mony mony,Greatest Hits,billy idol,35,2e5JOKR3sRfhYONhzTQDAx,0,0.729,0.682,6,-7.655,1,0.0419,0.00785,0.0,0.098,0.404,135.185,301400,4,6645870,301.4,0.2727,289.14648,0.886,1.0,0.775,0.643,"['album rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",1987,1980
1265,mony mony  live,Mony Mony,billy idol,35,34g39urr0UaTMVltUI9jp4,0,0.536,0.814,0,-11.762,1,0.0497,0.00525,0.155,0.787,0.512,141.993,247667,4,5461050,247.66667,5.29995,242.36989,0.771,0.843,0.456,0.431,"['album rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",1987,1980
